"site","date","watershed","kingdom","phylum","class","order","family","genus","species","tot_read","Lowest_ID"
"TLA02",20220610,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis","Stenelmis sp. BOLD:AAC4909",103,"Stenelmis sp. BOLD:AAC4909"
"TLA02",20220610,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Psephenidae","Psephenus",,180,"Psephenus"
"TLA02",20220610,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Parametriocnemus","Parametriocnemus sp. BOLD-2016",15,"Parametriocnemus sp. BOLD-2016"
"TLA02",20220610,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus","Tanytarsus sp. BOLD:ACL3790",10,"Tanytarsus sp. BOLD:ACL3790"
"TLA02",20220610,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Empididae","Roederiodes","Roederiodes sp. BOLD:ABA0444",11,"Roederiodes sp. BOLD:ABA0444"
"TLA02",20220610,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Pediciidae","Dicranota","Dicranota sp. BOLD:ABW5265",23,"Dicranota sp. BOLD:ABW5265"
"TLA02",20220610,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Maccaffertium","Maccaffertium meririvulanum",1094,"Maccaffertium meririvulanum"
"TLA02",20220610,"TAL","Eukaryota","Arthropoda","Insecta","Hemiptera","Veliidae","Microvelia","Microvelia americana",8,"Microvelia americana"
"TLA02",20220610,"TAL","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Nigronia","Nigronia fasciatus",88,"Nigronia fasciatus"
"TLA02",20220610,"TAL","Eukaryota","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla","Tallaperla cornelia",34,"Tallaperla cornelia"
"TLA02",20220610,"TAL","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Eccoptura",,48,"Eccoptura"
"TLA02",20220610,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona metaqui",307,"Diplectrona metaqui"
"TLA04",20220610,"TAL","Eukaryota","Arthropoda","Hexanauplia","Cyclopoida","Cyclopidae",,,41,"Cyclopidae"
"TLA04",20220610,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Dubiraphia",,57,"Dubiraphia"
"TLA04",20220610,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis",,102,"Stenelmis"
"TLA04",20220610,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae","Palpomyia",,17,"Palpomyia"
"TLA04",20220610,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae",,,251,"Ceratopogonidae"
"TLA04",20220610,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Limnophyes","Limnophyes sp. BOLD-2016",19,"Limnophyes sp. BOLD-2016"
"TLA04",20220610,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Stempellinella","Stempellinella boltoni",109,"Stempellinella boltoni"
"TLA04",20220610,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Baetidae","Procloeon",,12,"Procloeon"
"TLA04",20220610,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Leptophlebiidae","Habrophlebia","Habrophlebia vibrans",112,"Habrophlebia vibrans"
"TLA04",20220610,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Calamoceratidae","Heteroplectron","Heteroplectron americanum",25,"Heteroplectron americanum"
"TLA04",20220610,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona metaqui",1049,"Diplectrona metaqui"
"TLA04",20220610,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",8028,"Diplectrona modesta"
"TLA04",20220610,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma griseum",20,"Lepidostoma griseum"
"TLA04",20220610,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma latipenne",16,"Lepidostoma latipenne"
"TLB01",20220609,"TAL","Eukaryota","Arthropoda","Arachnida","Sarcoptiformes","Chamobatidae","Chamobates",,33,"Chamobates"
"TLB01",20220609,"TAL","Eukaryota","Arthropoda","Hexanauplia","Cyclopoida","Cyclopidae",,,72,"Cyclopidae"
"TLB01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae",,,115,"Ceratopogonidae"
"TLB01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Chironomus","Chironomus harpi",318,"Chironomus harpi"
"TLB01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Polypedilum","Polypedilum sp. TTMDJ065-10",47,"Polypedilum sp. TTMDJ065-10"
"TLB01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Procladius",,1032,"Procladius"
"TLB01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus","Tanytarsus sp. BOLD-2016",13,"Tanytarsus sp. BOLD-2016"
"TLB01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Thienemanniella","Thienemanniella xena",9,"Thienemanniella xena"
"TLB01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Limoniidae","Erioptera",,152,"Erioptera"
"TLB01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Ptychopteridae","Bittacomorpha","Bittacomorpha clavipes",40,"Bittacomorpha clavipes"
"TLB01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Tabanidae","Chrysops","Chrysops cincticornis",285,"Chrysops cincticornis"
"TLB01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Chauliodes",,321,"Chauliodes"
"TLB02",20220609,"TAL","Eukaryota","Annelida","Clitellata","Haplotaxida","Naididae","Nais",,24,"Nais"
"TLB02",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae","Palpomyia",,27,"Palpomyia"
"TLB02",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Conchapelopia","Conchapelopia sp. BOLD-2016",159,"Conchapelopia sp. BOLD-2016"
"TLB02",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Parametriocnemus",,11,"Parametriocnemus"
"TLB02",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Rheotanytarsus","Rheotanytarsus sp. BOLD-2016",13,"Rheotanytarsus sp. BOLD-2016"
"TLB02",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Pediciidae","Dicranota","Dicranota sp. BOLD:ABW5265",77,"Dicranota sp. BOLD:ABW5265"
"TLB02",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Nigronia","Nigronia fasciatus",2508,"Nigronia fasciatus"
"TLB02",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Molannidae","Molanna","Molanna blenda",424,"Molanna blenda"
"TLB02",20220609,"TAL","Eukaryota","Arthropoda","Malacostraca","Decapoda","Cambaridae","Cambarus",,290,"Cambarus"
"TLC01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Optioservus",,547,"Optioservus"
"TLC01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius","Oulimnius latiusculus",11,"Oulimnius latiusculus"
"TLC01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis","Stenelmis sp. BOLD:AAC4909",338,"Stenelmis sp. BOLD:AAC4909"
"TLC01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae","Palpomyia",,12,"Palpomyia"
"TLC01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae",,,9,"Ceratopogonidae"
"TLC01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cryptochironomus",,51,"Cryptochironomus"
"TLC01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Parakiefferiella","Parakiefferiella sp. BOLD:AAI2682",30,"Parakiefferiella sp. BOLD:AAI2682"
"TLC01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Paraphaenocladius","Paraphaenocladius sp. BOLD-2016",35,"Paraphaenocladius sp. BOLD-2016"
"TLC01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus",,8,"Tanytarsus"
"TLC01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Limoniidae","Antocha","Antocha sp. BOLD:AAI4397",24,"Antocha sp. BOLD:AAI4397"
"TLC01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium sp. BOLD:AAA9710",221,"Simulium sp. BOLD:AAA9710"
"TLC01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Nigronia","Nigronia fasciatus",43,"Nigronia fasciatus"
"TLC01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Odonata","Cordulegastridae","Kalyptogaster","Kalyptogaster erronea",137,"Kalyptogaster erronea"
"TLC01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae","Leuctra","Leuctra sp. AMI 1",60,"Leuctra sp. AMI 1"
"TLC01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Eccoptura",,63,"Eccoptura"
"TLC01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Perlesta","Perlesta nelsoni",1065,"Perlesta nelsoni"
"TLC01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",876,"Diplectrona modesta"
"TLC01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche betteni",41,"Hydropsyche betteni"
"TLC01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Limnephilidae","Pycnopsyche","Pycnopsyche antica",127,"Pycnopsyche antica"
"TLC01",20220609,"TAL","Eukaryota","Arthropoda","Malacostraca","Decapoda","Cambaridae","Lacunicambarus","Lacunicambarus acanthura",17,"Lacunicambarus acanthura"
"TLC02",20220609,"TAL","Eukaryota","Arthropoda","Arachnida","Sarcoptiformes","Galumnidae",,,68,"Galumnidae"
"TLC02",20220609,"TAL","Eukaryota","Arthropoda","Hexanauplia","Cyclopoida","Cyclopidae",,,52,"Cyclopidae"
"TLC02",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae","Palpomyia",,38,"Palpomyia"
"TLC02",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Conchapelopia","Conchapelopia sp. BOLD-2016",12,"Conchapelopia sp. BOLD-2016"
"TLC02",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Limnophyes","Limnophyes sp. BOLD-2016",15,"Limnophyes sp. BOLD-2016"
"TLC02",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Micropsectra",,27,"Micropsectra"
"TLC02",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Stempellinella","Stempellinella fimbriata",22,"Stempellinella fimbriata"
"TLC02",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus","Tanytarsus sp. BOLD-2016",60,"Tanytarsus sp. BOLD-2016"
"TLC02",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Xylotopus","Xylotopus sp. BOLD-2016",12,"Xylotopus sp. BOLD-2016"
"TLC02",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Culicidae","Culex","Culex territans",52,"Culex territans"
"TLC02",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Leptophlebiidae","Habrophlebiodes","Habrophlebiodes americana",8,"Habrophlebiodes americana"
"TLC02",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Hemiptera","Corixidae",,,195,"Corixidae"
"TLC02",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla",,30,"Tallaperla"
"TLC02",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma latipenne",89,"Lepidostoma latipenne"
"TLC02",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Odontoceridae","Psilotreta","Psilotreta rufa",8,"Psilotreta rufa"
"TLC02",20220609,"TAL","Eukaryota","Arthropoda","Malacostraca","Decapoda","Cambaridae","Lacunicambarus","Lacunicambarus acanthura",103,"Lacunicambarus acanthura"
"TLC03",20220609,"TAL","Eukaryota","Annelida","Clitellata","Haplotaxida","Naididae","Nais","Nais communis/variabilis complex sp. A4",50,"Nais communis/variabilis complex sp. A4"
"TLC03",20220609,"TAL","Eukaryota","Arthropoda","Collembola",,,,,10,"Collembola"
"TLC03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae",,,179,"Elmidae"
"TLC03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae","Culicoides","Culicoides sp. BOLD:ACJ9032",10,"Culicoides sp. BOLD:ACJ9032"
"TLC03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Conchapelopia","Conchapelopia sp. BOLD-2016",24,"Conchapelopia sp. BOLD-2016"
"TLC03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Limnophyes","Limnophyes sp. BOLD-2016",33,"Limnophyes sp. BOLD-2016"
"TLC03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus","Tanytarsus sp. BOLD-2016",21,"Tanytarsus sp. BOLD-2016"
"TLC03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Limoniidae",,,78,"Limoniidae"
"TLC03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium",,27,"Simulium"
"TLC03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Hemiptera","Corixidae",,,69,"Corixidae"
"TLC03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Nigronia","Nigronia fasciatus",158,"Nigronia fasciatus"
"TLC03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Odonata","Cordulegastridae","Kalyptogaster","Kalyptogaster erronea",74,"Kalyptogaster erronea"
"TLC03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona metaqui",103,"Diplectrona metaqui"
"TLCG1",20220609,"TAL","Eukaryota","Annelida","Clitellata","Lumbriculida","Sparganophilidae","Sparganophilus","Sparganophilus sp. HI-2019",460,"Sparganophilus sp. HI-2019"
"TLCG1",20220609,"TAL","Eukaryota","Annelida","Clitellata","Lumbriculida","Sparganophilidae","Sparganophilus","Sparganophilus sp. MAC_SRS_S02",26,"Sparganophilus sp. MAC_SRS_S02"
"TLCG1",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius",,18,"Oulimnius"
"TLCG1",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis","Stenelmis sp. BOLD:AAC4909",69,"Stenelmis sp. BOLD:AAC4909"
"TLCG1",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cryptochironomus",,8,"Cryptochironomus"
"TLCG1",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Paraphaenocladius","Paraphaenocladius sp. BOLD-2016",12,"Paraphaenocladius sp. BOLD-2016"
"TLCG1",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Dixidae",,,12,"Dixidae"
"TLCG1",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Empididae","Roederiodes","Roederiodes sp. BOLD:ABA0444",59,"Roederiodes sp. BOLD:ABA0444"
"TLCG1",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium",,552,"Simulium"
"TLCG1",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Ephemerella",,11,"Ephemerella"
"TLCG1",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemeridae","Hexagenia",,8,"Hexagenia"
"TLCG1",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Odonata","Calopterygidae","Calopteryx",,199,"Calopteryx"
"TLCG1",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae",,,15,"Leuctridae"
"TLCG1",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla",,1200,"Tallaperla"
"TLCG1",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Eccoptura","Eccoptura xanthenes",27,"Eccoptura xanthenes"
"TLCG1",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",2566,"Diplectrona modesta"
"TLCG1",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma latipenne",39,"Lepidostoma latipenne"
"TLM01",20220609,"TAL","Eukaryota","Annelida","Clitellata","Haplotaxida","Naididae","Nais","Nais communis/variabilis complex sp. A4",16,"Nais communis/variabilis complex sp. A4"
"TLM01",20220609,"TAL","Eukaryota","Arthropoda","Arachnida","Trombidiformes",,,,70,"Trombidiformes"
"TLM01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Dubiraphia",,500,"Dubiraphia"
"TLM01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Optioservus",,522,"Optioservus"
"TLM01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius","Oulimnius latiusculus",26,"Oulimnius latiusculus"
"TLM01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis","Stenelmis sp. BOLD:AAC4909",352,"Stenelmis sp. BOLD:AAC4909"
"TLM01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cryptochironomus",,348,"Cryptochironomus"
"TLM01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Rheotanytarsus","Rheotanytarsus sp. BOLD-2016",60,"Rheotanytarsus sp. BOLD-2016"
"TLM01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus",,65,"Tanytarsus"
"TLM01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Thienemannimyia",,114,"Thienemannimyia"
"TLM01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Empididae","Roederiodes","Roederiodes sp. BOLD:ABA0444",28,"Roederiodes sp. BOLD:ABA0444"
"TLM01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Ephemerella",,31,"Ephemerella"
"TLM01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera",,,,55,"Ephemeroptera"
"TLM01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Nigronia","Nigronia fasciatus",15,"Nigronia fasciatus"
"TLM01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae","Leuctra","Leuctra sp. AMI 1",596,"Leuctra sp. AMI 1"
"TLM01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae","Leuctra","Leuctra sp. BOLD:AAC1685",146,"Leuctra sp. BOLD:AAC1685"
"TLM01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae","Leuctra","Leuctra tenuis",16,"Leuctra tenuis"
"TLM01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Eccoptura",,80,"Eccoptura"
"TLM01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Perlesta","Perlesta nelsoni",274,"Perlesta nelsoni"
"TLM01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Cheumatopsyche",,72,"Cheumatopsyche"
"TLM01",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",10,"Diplectrona modesta"
"TLM03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Optioservus",,270,"Optioservus"
"TLM03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis","Stenelmis sp. BOLD:AAC4909",14,"Stenelmis sp. BOLD:AAC4909"
"TLM03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cryptochironomus",,73,"Cryptochironomus"
"TLM03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Psectrocladius","Psectrocladius sp. BOLD-2016",30,"Psectrocladius sp. BOLD-2016"
"TLM03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Rheotanytarsus",,15,"Rheotanytarsus"
"TLM03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Stempellinella","Stempellinella sp. BOLD:AAH0041",40,"Stempellinella sp. BOLD:AAH0041"
"TLM03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus","Tanytarsus sp. 1 BWS-2011",27,"Tanytarsus sp. 1 BWS-2011"
"TLM03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Thienemanniella",,16,"Thienemanniella"
"TLM03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium",,35,"Simulium"
"TLM03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Leucrocuta",,75,"Leucrocuta"
"TLM03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Ephemeroptera",,,,18,"Ephemeroptera"
"TLM03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Nigronia","Nigronia serricornis",121,"Nigronia serricornis"
"TLM03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Odonata","Gomphidae","Gomphus","Gomphus graslinellus",39,"Gomphus graslinellus"
"TLM03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae","Leuctra",,23,"Leuctra"
"TLM03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae",,,60,"Leuctridae"
"TLM03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Eccoptura",,153,"Eccoptura"
"TLM03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Perlesta","Perlesta nelsoni",1574,"Perlesta nelsoni"
"TLM03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Cheumatopsyche","Cheumatopsyche enigma",12,"Cheumatopsyche enigma"
"TLM03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",82,"Diplectrona modesta"
"TLM03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Leptoceridae","Triaenodes","Triaenodes ignitus",322,"Triaenodes ignitus"
"TLM03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Leptoceridae","Triaenodes","Triaenodes ochraceus",491,"Triaenodes ochraceus"
"TLM03",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Trichoptera","Molannidae","Molanna","Molanna tryphena",29,"Molanna tryphena"
"TLM04",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Macronychus","Macronychus sp. BOLD:AAE7495",263,"Macronychus sp. BOLD:AAE7495"
"TLM04",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Optioservus","Optioservus sp. BOLD:AAA9073",93,"Optioservus sp. BOLD:AAA9073"
"TLM04",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius",,30,"Oulimnius"
"TLM04",20220609,"TAL","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis","Stenelmis sp. BOLD:AAC4909",17,"Stenelmis sp. BOLD:AAC4909"
